Puzzle ID,Puzzle String,Backtracking Time,Backtracking Nodes,Backtracking Backtracks,Backtracking Solved,Forward Checking Time,Forward Checking Nodes,Forward Checking Backtracks,Forward Checking Solved,MRV Time,MRV Nodes,MRV Backtracks,MRV Solved
1074,000300850400800000900627000006040385003509100751030900000472009000003008079006000,0.0707,666,617,0,1.3826,349,381,0,0.3137,100,55,0
1075,400800005089001040000060070010050004003106900800090010070010000090300450300004002,0.7320,6634,6581,0,10.5874,2279,3150,0,0.4051,104,56,0
1076,000001064900000700000480200000894001200000007500732000007053000009000002380600000,1.5732,12621,12566,0,13.1251,2851,3899,0,0.3872,101,49,0
1077,800020006057000490900000008090000050070801040000406000000742000002000900063000720,0.4681,4458,4403,0,7.6987,1627,2230,0,0.6696,165,119,0
1078,900000007001090600060023040007351000039408570000279800050130020002040300300000006,0.1737,1741,1692,0,3.0481,696,937,0,0.2278,69,22,0
1079,000900100090005020601082700085000007002000800700000940004210506010400070009003000,2.2423,19938,19885,0,16.5109,3402,5101,0,0.2838,72,24,0
1080,060500800080010065503070100000751003097406250600239000001090506850060010006005080,0.0241,277,232,0,0.6034,157,166,0,0.2984,96,55,0
1081,030000010800137004400000005003619800000708000020000090084000370000060000310000086,3.1282,26324,26270,0,41.6736,9055,12457,0,2.1964,512,487,0
1082,130000092007000500080601040900853006060000050803000209000000000300109007670000034,0.6100,4418,4366,0,2.9170,639,827,0,0.4857,129,86,0
1083,000650100406003050250000060100005002080090030600400001010000075030500806005048000,0.5249,4711,4659,0,4.7823,1043,1466,0,0.4088,116,68,0
1084,000104000000050000109687402000070000207010803004203600060000010900000005002901300,8.5221,80012,79959,0,31.4651,6859,10055,0,0.1780,53,0,0
1085,090000080000106000005000300207080104000000000008705900530070016009060800001000400,0.7315,6218,6162,0,0.5903,138,120,0,0.8495,221,174,0
1086,050006300007200009100009050903805040000060000040702805030500008800007200002600070,0.0076,92,40,0,0.2372,62,24,0,0.1849,53,2,0
1087,500601002800592007060000010000705000090308040000904000670000058004080900008000100,1.7060,13644,13591,0,17.7368,3932,5521,0,3.0092,700,702,0
1088,000079060300800000708300002050010200020000070004020010400001905000008006030450000,3.6936,30955,30900,0,31.6272,6987,10323,0,1.5857,400,378,0
1089,000001000300008070074005008007060001905000206200080700800700650030800004000900000,0.2638,3520,3465,0,6.4672,1327,1891,0,0.6403,161,116,0
1090,005203900307090108000010000400908005080524090500000002200361009950000063000000000,0.1558,1489,1438,0,1.8858,390,566,0,0.4957,129,85,0
1091,082070510000602000100000007050030020000506000043000850070000080000090000900804005,0.1963,1593,1537,0,1.9201,420,527,0,1.5264,351,325,0
1092,000000000007389200900502004206000801008701300070000050800294007000108000004000500,1.5587,14729,14676,0,15.2177,3248,4552,0,0.3401,96,46,0
1093,500070009901508402000201000060000040100020007004000500002080900403010208090000010,0.8418,7498,7445,0,5.5824,1054,1838,0,0.8071,198,158,0
1094,000009000050684790097000400370010080080703040060090027004000830035842070000300000,0.7082,6847,6798,0,8.1134,1844,2458,0,0.4219,116,76,0
1095,000080000700405003008603100004107800005000200080000050056000310000090000820010079,0.0912,1211,1157,0,0.8939,194,237,0,0.2867,82,32,0
1096,004503700507020306030000050060010040000709000043000970080407060400605002000000000,0.9365,8405,8352,0,7.9117,1576,2414,0,0.3654,92,42,0
1097,600570003003098000007600190080000309360000051405000020058006200000250900200089004,0.0927,929,880,0,1.6702,389,463,0,0.6576,182,146,0
1098,091000040800290000000005270400000050015020490060000002089400000000056003030000120,1.8218,17160,17106,0,10.9349,2255,3394,0,0.1751,54,0,0
1099,300010056000000000504209007000000320090508040053000000100602504000000000680040002,0.1708,2017,1962,0,3.3083,666,952,0,0.5679,134,90,0
1100,005420000000607200020050001060000094107000806980000050700060010006302000000075400,1.0326,9035,8982,0,11.3638,2532,3559,0,1.5106,387,370,0
1101,007000503260000000000600970000105400805040701006309000058001000000000049302000800,0.3366,3805,3751,0,4.5274,946,1331,0,0.1694,54,0,0
1102,900000001000685000700000008005104600201708403000203000007030800530020046800010007,0.2079,2379,2328,0,3.9549,889,1238,0,0.2836,90,42,0
1103,410000000000340072000018300500000010009601800080000006007230000320086000000000053,0.1012,1225,1170,0,1.6061,331,457,0,1.1144,269,234,0
1104,307020508050108020000000000040030070500090003009402100200080001000603000004000700,0.1033,878,823,0,1.4912,331,389,0,0.8538,211,170,0
1105,000007400000300620004008003037020910000000000015040760500800100061009000002400000,2.0640,18711,18656,0,11.9768,2467,3574,0,1.2879,317,283,0
1106,601000807080050010090040060005803400009000100000090000900701003002000600030904080,0.6406,5238,5184,0,6.6551,1426,2092,0,0.5111,141,91,0
1107,069001300000034007307000401530402000040000070000306014605000109700160000004900760,0.2099,2221,2172,0,2.8265,647,896,0,0.3997,116,73,0
1108,005900008069100000000040006006700005037206890500004600700020000000005710900007300,0.2928,3052,2999,0,3.1497,673,941,0,0.2319,66,15,0
1109,200809006910000035000050000305000602070000090000306000008040100500000007090503040,0.8973,7834,7779,0,10.4731,2234,3176,0,1.4310,364,335,0
1110,000007030540060001008900000100750000030000060000043008000001600900020017070800000,0.2069,1813,1756,0,2.6756,580,765,0,0.4223,116,65,0
1111,000507000041060970000090000605902704012040590000000000200000005006804300070000060,0.2475,2041,1987,0,3.9963,879,1134,0,5.0427,1221,1235,0
1112,000060805005400000100308004300900600000876000004005002600709001000002300702040000,0.0463,479,425,0,0.7223,159,160,0,0.2226,62,11,0
1113,000000210300104096090003800600030070000408000050060002009500060560809001012000000,0.2908,2634,2581,0,1.9394,418,512,0,0.2712,72,21,0
1114,006005010140600070005000608400806090000050000080107003704000900090001037030200800,0.5295,4765,4713,0,5.8118,1270,1848,0,0.4977,126,81,0
1115,040080920100400006200005000002050010400208007030040500000600005900007003014030060,0.9518,8970,8917,0,9.9182,2075,3016,0,0.1761,53,0,0
1116,200000004600000007008010900040631020000000000802000503000703000705249801000080000,4.3292,40157,40102,0,30.8634,6584,9326,0,0.2846,74,21,0
1117,900000008000496000004803100000000000280000074070602080700561002601080403000000000,4.5745,43222,43168,0,25.4560,5331,8160,0,0.2423,72,19,0
1118,060010300009005000038700090000500020800962005090004000080003710000200800004090030,5.5143,51731,51677,0,75.9669,16179,22663,0,0.2515,68,16,0
1119,000020008010004002000601090708000600295000387001000204080105000500900070100030000,1.2637,12849,12796,0,13.5526,2863,3980,0,0.5809,156,109,0
1120,420100000001000740093002000010730000907000501000018070000600410072000600000003057,1.4773,12996,12943,0,15.0452,3173,4872,0,0.2782,81,32,0
1121,007305800090080000500002043803010020000050000060040301680100002000020080001809500,0.3252,2820,2768,0,3.7060,800,1187,0,1.0529,258,233,0
1122,000061080201070600090002050907000000130020067000000908060500040004090305050710000,0.6000,5850,5798,0,1.3079,279,360,0,0.5093,126,83,0
1123,000354000200000000085792030009420560000000000038019400090635740000000009000981000,0.1811,1868,1817,0,2.3599,510,645,0,0.2207,67,18,0
1124,000000000300506001086090450090080070000000000408901506040305060000408000805060304,0.1290,1308,1256,0,1.5885,348,466,0,2.2668,555,534,0
1125,004902100000000000021060340100806003040050090085000760009020400016030950000000000,0.5946,6709,6656,0,10.1586,2120,3093,0,0.3672,103,54,0
1126,100000005700080004038000970000392000004000600500000009002000700050601080400020006,0.9579,8323,8267,0,10.0942,2126,3131,0,0.4455,109,59,0
1127,000080410000100020000602008410060205080000090605020083300706000070008000026030000,5.2122,50861,50808,0,50.4701,11131,15439,0,0.1894,58,6,0
1128,000000000000568000130000067009704600005080100700000009050000020006451900000302000,0.5876,6332,6276,0,3.5799,738,1079,0,0.2332,64,9,0
1129,720003000001000402000900600800030060300502009060090007003005000106000700000200013,0.6065,6385,6330,0,10.0628,2011,3324,0,0.3385,88,36,0
1130,017009038000000700006800095009700000730000062000001500180006300003000000260500870,2.6114,24998,24945,0,17.5906,3651,5455,0,0.4466,125,76,0
1131,500004187000100200200007040421000000000709000000000851060300009007001000142600008,0.5801,5080,5027,0,2.8319,622,868,0,0.1680,53,0,0
1132,030000504005301900700050000000519020000000000010832000000080002001605400609000080,0.1304,1175,1120,0,1.0146,223,265,0,1.5595,383,364,0
1133,780000064005070200000030000010000080000809000004050900020917030070203050900080001,1.5701,14148,14094,0,12.0062,2589,4017,0,0.6285,162,119,0
1134,090000010003020500070501020080000090010203080000090000500070008060000050420030061,0.2082,1853,1798,0,1.8190,411,546,0,0.3366,93,46,0
1135,070100200400008090310006000500060900006000800009050001000600029090300008001002070,0.1853,1627,1572,0,2.4525,550,724,0,0.1906,55,0,0
1136,005604700000000000090020030270090085800165007006000100000507000703000204000010000,0.4185,4921,4866,0,4.9343,1040,1378,0,0.3873,110,59,0
1137,200694008000000000008030900800000002640000089025000640060318070100906005000050000,5.0092,48282,48229,0,20.8934,4319,6575,0,0.2934,87,36,0
1138,063000420085000610400000008000000000000708000094000380100030004020040070500609002,50.3575,460953,460898,0,89.8884,18072,28881,0,0.4120,112,63,0
1139,600010005010060090004709300020603080001504700000090000100030002030901040006000100,0.4086,3477,3424,0,6.5556,1453,2066,0,0.4578,129,80,0
1140,740002008008000402092000670900317000000908000000245009071000390409000800500800064,0.7079,6251,6202,0,1.4600,333,431,0,0.2365,74,28,0
1141,070060050059000180000000000208603907005407800090000060840070012000801000000000000,0.0125,128,73,0,0.3786,92,57,0,0.3133,78,28,0
1142,000050010000100004010306850004007209030000060609400100063508020700003000090060000,0.5737,6966,6913,0,7.7017,1611,2291,0,0.3014,84,33,0
1143,100030050640050007008700301007000003010809070800000100501007400700080035080020009,0.2392,2125,2074,0,2.3224,506,663,0,0.2753,76,26,0
1144,318000609006003000020050300000000400097040510003000000009010030000300100501000247,1.0531,8410,8356,0,4.1364,902,1217,0,0.3767,103,53,0
1145,020840000400000702000070010600900071004060800190005004060050000209000005000096080,0.0904,1000,946,0,2.0908,445,623,0,1.6843,403,378,0
1146,080060000000009607090103000072000500500020003001000290000601040703200000000080020,1.0600,9413,9357,0,15.9506,3375,4882,0,1.7087,396,383,0
1147,060030100008500009700001030002305080800000004050604200030700008400006300009040020,0.1356,1245,1192,0,1.6505,357,478,0,0.1995,59,7,0
1148,071000920200000006300080001000105000690000018005090200030040070006020300500903002,0.8504,7367,7314,0,12.5627,2808,3974,0,1.1294,286,254,0
1149,080504900000000700003080400102006000300708004000400603008030200009000000001205080,1.6652,15994,15939,0,25.8884,5426,7488,0,0.8298,214,177,0
1150,001008400500000067000230500006002000070906010000800600003084000960000004008100200,1.3192,11733,11678,0,11.7286,2550,3696,0,0.9136,231,198,0
1151,010009507200013000050700000306001000980000014000400803000002040000150006502600030,0.0755,615,562,0,0.9720,247,270,0,0.4188,106,61,0
1152,000180000100002070000000415001300002080040030700005600527000000030500006000078000,0.3910,3898,3842,0,4.5553,915,1377,0,2.0336,461,470,0
1153,318700054470000039000004007005201006000090000700806300900100000180000043520003971,0.0715,622,574,0,0.8396,205,234,0,0.2041,61,14,0
1154,080050640200640001400007000009000010350070068060000900000900005500086007048020030,0.9859,9265,9213,0,8.9563,1835,2886,0,0.8455,236,198,0
1155,100508002004003100050070040680000003001000900400000015060080090003100500200905007,0.0079,96,43,0,0.2493,66,24,0,0.4051,116,66,0
1156,030000520100090004200308000003080100050206040007030900000807005500020001018000060,0.4946,4413,4360,0,7.1033,1571,2109,0,0.5078,135,89,0
1157,000000000040201030003809200300000009800040003007080500409602305630010098010000060,5.2668,50804,50752,0,20.0982,4224,6725,0,0.4636,150,104,0
1158,016000940043000270000204000001507800900000005008020700090801060060050010000406000,1.6120,13993,13940,0,15.7350,3308,4911,0,0.2364,66,14,0
1159,000010000008000900120703065704208109000305000280000056600921004007000500000000000,0.8238,9874,9821,0,9.8952,2075,2723,0,0.3343,89,39,0
1160,007403800604128307000000000800010004003000100906000708000080000100000006030506070,3.2602,27510,27456,0,28.5850,5745,8208,0,0.3351,88,38,0
1161,024007600031000042500000078300801000000040000000205006950000004670000520008700360,1.6821,14635,14583,0,11.4072,2438,3608,0,0.9061,231,191,0
1162,500002103041000090300500080600030400000405000009010005020004009060000810104900006,0.4173,3409,3356,0,3.4797,794,1084,0,0.2905,82,32,0
1163,900001003000000060400000128700004500005803700002500004684000007030000000200600009,0.1505,1997,1942,0,0.7473,159,193,0,0.2243,64,10,0
1164,007020380400708000200004001046000070500000002030000840900300007000801009051070400,0.5897,5204,5151,0,5.1282,1089,1546,0,0.4267,113,65,0
1165,070802050800351007000090000000137000006020100900000005040903020020608040001000600,0.3679,3404,3351,0,6.9245,1476,1932,0,0.3212,87,38,0
1166,070000000006350200010200609501700000090020010000001905708005020002076800000000050,0.0805,740,686,0,1.1622,254,304,0,0.8489,206,166,0
1167,000509000007103800060708050000000000400605009301000605705010906010907030200000008,1.5006,13859,13807,0,6.0877,1408,2009,0,0.1692,52,0,0
1168,004060300800030009000209000570000064300040002010000030000000000230605078000702000,0.5656,5158,5102,0,6.5926,1345,1938,0,3.0419,674,698,0
1169,002000040000140005600705000209000580060000030058000609000509001900034000020000800,0.3036,2684,2629,0,1.3034,273,350,0,0.1904,57,3,0
1170,009702400030000090008050200003080900001000700060070030080060020000000000200509001,4.8584,40263,40206,0,13.3466,2641,4205,0,0.7162,171,125,0
1171,000030000540000076006010900050703010800105009030090040700000002002000300060000080,0.0799,1012,956,0,1.7157,349,458,0,0.2086,57,2,0
1172,030400758005700060070060020000050200040000010002070000010020080080006900453008070,0.8856,7832,7779,0,2.5389,510,749,0,0.4535,138,87,0
1173,010000009030800170000061040061020000900503006000090750080930000093007010200000030,0.6096,6245,6192,0,9.2590,1934,2711,0,0.6884,168,125,0
1174,090000060608000405040508010900000001800102006200090004000824000002010600003000700,0.0583,484,430,0,0.5142,123,110,0,0.1748,54,0,0
1175,004000700100020006970010032400102003000635000000000000008070900007504300060000040,0.3748,4088,4033,0,5.1631,1110,1509,0,0.2244,62,8,0
1176,000827300000300040003090100010000098600000001940000030008070900050008000009264000,5.4329,47728,47673,0,45.1760,9259,12962,0,1.9804,442,424,0
1177,001000500840000071000806000020471050500000007003000600000605000100307004009080700,2.1885,19992,19937,0,31.5778,6636,9207,0,0.2642,71,20,0
1178,000000000017000640002149500600000002000060000749020168004903800900070001003604900,0.2100,2236,2185,0,2.2744,515,728,0,0.1863,57,7,0
1179,005100070100058000004907005000000320010306050072000000600704200000280006020003800,0.1947,1818,1765,0,3.0716,656,902,0,2.9113,708,728,0
1180,200000003063970080000034010006457020032106540010823900020710000070068230600000007,0.0839,706,661,0,0.6973,181,179,0,0.1272,45,0,0
1181,000807000700050004006403800009000500060080010000020000390605027010000080050010030,0.5701,6790,6735,0,3.8239,818,1188,0,0.3428,94,45,0
1182,050000030003090700800070005130080079006030800000907000080206040300040007005000200,0.5410,4895,4841,0,6.8213,1527,1986,0,2.1186,588,570,0
1183,010030070005802300000491000100926004060000090048000620020000080001060900000708000,0.0337,382,329,0,1.0617,225,271,0,0.2260,61,10,0
1184,600000401000090000501643700004080100093105820006020900008214507000070000105000008,0.0291,348,299,0,0.4295,104,85,0,0.1570,53,5,0
1185,068000520200904003000000000009000400342050786000000000080307090004000600000080000,1.8020,15335,15278,0,18.7022,4139,5797,0,1.8611,487,473,0
1186,015040690000030000900106007002803700054672830000000000000000000087000150000765000,0.0735,721,668,0,1.2421,271,319,0,0.6061,160,112,0
1187,000005300030906010901700200290000160000080000063000079006003901040102050009500000,0.3052,2682,2630,0,2.2078,498,621,0,0.3025,88,37,0
1188,430065000000070004050400008000000080840103075090000000500008020600010000000630019,0.2466,2284,2229,0,0.7138,154,172,0,0.6182,153,110,0
1189,300007160000003702000026000006000005801000306200000800000490000703100000092700008,0.6508,5614,5559,0,5.0789,1179,1514,0,0.3030,88,42,0
1190,003405006000000954090600000001050072000107000350080400000008020516000000200509600,0.1352,1325,1272,0,2.2298,489,624,0,0.8647,212,171,0
1191,000000030060094057400572600300000800050000040004000001007621009820450010010000000,0.2981,2783,2730,0,3.4742,756,1043,0,0.4162,125,77,0
1192,009003000000100005070950010080500234004000900692004070030069040200001000000800100,0.6651,8049,7996,0,19.8699,4244,5507,0,0.4356,113,65,0
1193,027000600060003024400602009041807300000040000003506240300205007670400030002000460,0.3322,2774,2726,0,2.8947,701,925,0,1.1920,325,293,0
1194,800030001056000320030070040090000030001523900000080000700000004010906050000000000,3.0036,25648,25591,0,22.2134,4456,6546,0,0.4940,118,69,0
1195,080005200007082409610009050739000000040000080000000937070300095803450100005800040,0.0550,521,472,0,0.4042,95,91,0,0.2291,66,18,0
1196,709400000005701060000080059301500040000030000050006103910060000020908600000004902,0.0227,212,160,0,0.4531,117,97,0,0.1762,52,0,0
1197,500602008080000090300805006001000800000243000000000000093070520004020700600000009,0.4752,3862,3806,0,5.4034,1140,1614,0,0.8619,194,150,0
1198,050740200401006070900000000007060340500070001049030700000000002060500109004083060,0.7324,6006,5954,0,2.1405,466,620,0,0.3211,94,46,0
1199,000082900002400100960500080700000810100060009094000007030007028009005600005830000,0.2706,2729,2677,0,4.3798,941,1255,0,0.2148,62,11,0
1200,050239000000540006000000020008400002300010008400002700030000000600021000000658010,1.7343,15047,14991,0,16.5725,3432,5098,0,7.2702,1754,1886,0
1201,006980310000004070040000080020067900600000007005810040080000060090400000062038700,0.0757,688,635,0,0.4644,111,92,0,0.3669,96,46,0
1202,000960072516070000000000500000009008098030740700400000003000000000090325460053000,1.9219,18134,18080,0,9.7498,1900,3305,0,0.6435,177,135,0
1203,806093501000001000100620008980000300603000104001000076300064007000900000208150409,0.2964,3059,3010,0,3.2089,689,964,0,0.3660,101,56,0
1204,026409007030000800700005000170090200000000000003070068000500001002000080900208750,4.8359,41785,41730,0,26.1468,5133,8104,0,1.8109,412,401,0
1205,080000030001309800000408000006103700090000060400902005078000650040000090600070008,2.4867,23634,23580,0,28.0119,5965,8046,0,0.2916,80,30,0
1206,005879200000040000003000400040000060080307040300010008100090006030502010020000070,0.4821,4379,4324,0,7.8970,1723,2490,0,0.8461,226,185,0
1207,300000008001050700070090020000306000060010050000524000004000800600407002058000670,3.6269,30374,30319,0,46.9006,9853,15298,0,2.1984,557,555,0
1208,000638000204000307600000001002000900000205000700000008090080030520903084008040700,18.4977,162716,162662,0,118.9259,24602,40307,0,1.9914,484,486,0
1209,506001000017000208020004000000005000059010860000800000000700050402000980000900604,0.1106,891,835,0,1.0426,235,263,0,0.1953,56,0,0
1210,307090040100004200090000007004001006000925000500600100200000070009200005040010608,0.7396,6216,6162,0,4.8718,1005,1510,0,0.3187,95,44,0
1211,000003400043060020702000350500401000080070040000508003094000605030040810007800000,0.3712,3611,3559,0,3.6749,822,1074,0,0.2480,69,19,0
1212,800107003070628010250000087000709000005000400400000008108903705004000900060000030,0.0571,491,439,0,0.5471,127,126,0,0.3086,85,36,0
1213,700541006000709000006000900080000020900000003001070800005204300407050108100000002,3.1438,27488,27434,0,32.6560,7191,10257,0,1.7788,441,421,0
1214,000853090003709010007000003208007040000090000010500607800000400050901200070384000,0.1139,1008,956,0,1.1127,252,283,0,0.1701,52,0,0
1215,100000002060000010004090500000387000000000000087206950410000025070010060500060008,21.3870,198564,198509,0,62.7340,12921,19694,0,0.2994,84,31,0
1216,306500001000010000000060450030002006600090002200600010078040000000070000400001903,1.1497,13551,13495,0,9.4435,1847,2979,0,0.2487,69,18,0
1217,708204605093000410000000000400020001007000500020010080000607000800401006501000807,2.7987,24683,24630,0,12.8788,2632,4229,0,0.3635,109,61,0
1218,700040002020000050900080004080060030001000700300902008003000500000673000004020600,1.9785,17518,17462,0,12.3278,2552,3821,0,2.3175,536,516,0
1219,000000000804102306600805007500030004000000000940000083002060100010987060090000070,2.9562,26203,26149,0,8.2870,1648,2455,0,1.2398,290,260,0
1220,287030900090700510000090000000900007050000030700006000000050000049008050005070346,4.4083,35708,35653,0,27.6886,5788,9120,0,1.5834,394,383,0
1221,000004073070200000600080200000001384200050001143800000005090007000002050980300000,0.6785,6721,6667,0,15.8246,3458,4725,0,3.2379,756,756,0
1222,400050002000704900070106000037000480800000007095000230000802010004305000700010003,1.0253,9190,9137,0,9.6784,2044,2849,0,0.7275,189,145,0
1223,000731000000080000700000002000408000069000350100603007900206004670000013005000200,2.4299,23905,23850,0,24.5247,5207,7792,0,0.3081,92,38,0
1224,300000070008005000070200890290000400003601200001000038024009060000500700060000005,0.9062,8444,8389,0,9.2873,1920,2827,0,0.1789,55,0,0
1225,000000000020603890098020600060839070004502100080471050002040380049308020000000000,0.0567,706,657,0,1.8977,429,520,0,0.4316,127,85,0
1226,080104050000672000006000100000721000005000300090000060200080005100205007057000620,3.5513,31230,31176,0,36.7701,7934,11649,0,0.5556,141,99,0
1227,000807910000009050005010006000078503500000001307620000100090800030200000048501000,0.3615,3436,3383,0,3.6232,795,1054,0,0.1815,53,0,0
1228,000043006390006001000100000037604010400000008060901470000009000800400062900810000,7.5110,64936,64883,0,45.9820,9968,14171,0,1.0467,275,237,0
1229,000508000540000019006000200400010005300000001108367904000204000000080000900050003,0.3089,3031,2976,0,2.8490,589,766,0,0.3207,92,40,0
1230,006070400000000000071305690030000040600807002700000001007000500002914700080000030,1.3571,14112,14057,0,6.0023,1191,1731,0,0.1932,56,2,0
1231,704000060060300009000007040300001270400050001018700005030100000600005080090000306,0.1811,1712,1658,0,2.0001,443,564,0,0.5915,146,100,0
1232,000002040490760030002009100605000090030070080080000301003600700070013065010800000,0.0556,484,432,0,0.8236,200,220,0,0.7570,193,149,0
1233,000000000290080007006007820000108076080060090560204000049300500300020061000000000,2.3945,27391,27337,0,58.5506,12336,16986,0,0.4123,110,59,0
1234,000804000041000680890163054004206500600000007009000300060321090000080000050000060,0.0863,828,776,0,1.1146,237,298,0,0.2791,72,23,0
1235,095700003400500000007040000060000800104305207002000060000020500000008006900001380,3.9883,36799,36744,0,22.5182,4698,6780,0,0.2591,73,20,0
1236,050726030800045002000000000310000006570010043600000085000000000900250004040398010,1.2809,12411,12359,0,9.4770,1924,3036,0,0.3059,88,39,0
1237,004709200900080007008405900000000000082000460007090300300000005040508010000901000,19.7721,188955,188900,0,84.9174,16547,27217,0,1.2415,297,264,0
1238,000007000093008500008130400000002004040976010200300000002081700004500920000700000,5.7352,54914,54860,0,12.7485,2661,4027,0,0.4243,113,70,0
1239,000400008004000210600820090200000400040235060003000009060047005085000300400008000,1.0832,12270,12216,0,14.0976,2913,4414,0,4.8903,1174,1233,0
1240,006000500100090008032000170000050000000901000010864050500702009000010000098000240,0.5939,4734,4679,0,3.4802,792,1111,0,0.2203,66,13,0
1241,209160008005700000000030097000000043607080905140000000750020000000005600900017502,0.0896,844,792,0,0.9232,215,228,0,0.2149,62,11,0
1242,009000100800000003000040000000412000090805060005090700000020000703000806400908002,62.7911,569550,569493,0,221.2531,46154,67071,0,0.4101,128,82,0
1243,800000004600090002010704030007908500056000280000060000002040800040000090700030001,0.1286,1607,1552,0,2.7309,566,748,0,0.1931,55,0,0
1244,007820000000500300046000802000090028100207004670050000809000150003005000000089200,0.6326,7830,7777,0,10.7738,2312,3262,0,0.1804,53,0,0
1245,603000509000607000080030040000974000800000004006000100021000450064502790000701000,2.5542,23578,23525,0,29.3209,6301,8939,0,0.2284,74,23,0
1246,000000000500273006800946001000000000003805200210030054000020000007000600920000017,7.9681,75632,75577,0,56.4689,11350,17993,0,0.8356,208,163,0
1247,091000460065000890800000005000502000080907030700000002006824900170050024000000000,0.3565,3162,3109,0,4.3296,927,1265,0,0.4359,112,61,0
1248,000000200400000010700250063000780000079504630000069000360047005050000009002000000,0.9447,11464,11409,0,12.3213,2424,3778,0,1.4368,319,298,0
1249,000004000100080000290051307810200790000000000047008021406830072000020009000400000,0.3193,2968,2915,0,1.3105,277,355,0,0.3936,102,52,0
1250,000307900050080200030106005900000027005000100410000008100205090007060010006801000,0.3346,2919,2866,0,2.7979,602,784,0,1.5023,368,339,0
1251,580106074047502930010000080000403000000000000030697010090000050006050300800070002,0.5182,4430,4378,0,3.2913,684,995,0,0.7465,194,155,0
1252,050000070300090004900706005700203008020040010600000003060000090400589006000070000,3.3223,28187,28132,0,28.7031,5875,8683,0,0.3159,84,32,0
1253,600230005050409030000007000065000092200070008890000750000100000020306080900028004,0.0306,339,287,0,0.5866,137,129,0,1.3791,348,330,0
1254,207100805050000130160000004000709006000040000700503000900000052071000080506007301,0.9431,8018,7966,0,1.7137,374,501,0,0.1784,56,6,0
1255,090000000000180203000030670002001040960704085040300100086050000307018000000000020,0.4396,4484,4431,0,6.5238,1383,2005,0,0.3795,99,50,0
1256,000010020760004010002300800010407600300000004006203050004001900030500087080030000,0.4485,4164,4111,0,4.7881,1033,1422,0,0.8311,196,155,0
1257,720000406008700005090068000007900050001000600050003700000230010400007500805000072,0.2343,1941,1888,0,1.6862,390,502,0,0.2394,69,17,0
1258,002005000000809300060730005230000650005070900096000038900053070001408000000100800,0.2033,1857,1805,0,3.2958,750,939,0,0.1752,52,0,0
1259,040002600067400025900010040400020030006108200080060007070040002190007360002600070,0.0080,89,40,0,0.2418,66,25,0,0.3408,96,49,0
1260,200006005050009140040750000130204500009000200005901037000047050064100080900500001,0.3015,2782,2733,0,4.2770,1032,1300,0,0.7746,199,162,0
1261,000007604002000003080900007200070068000302000470090005900001040600000300304500000,0.8058,7776,7721,0,10.8884,2256,3261,0,0.7527,178,135,0
1262,705000201030020090200406008000617000070000080120030076000000000592000643000903000,0.8093,7038,6986,0,1.9604,420,558,0,0.5924,150,110,0
1263,000200900060009010940100006000001200690000084007400000700006031010700040009008000,0.2096,1920,1865,0,2.7691,587,814,0,0.6948,186,143,0
1264,005060900020030080008000400500706008002000100800040006000070000004000200600502001,4.1674,36832,36775,0,64.8596,13048,19439,0,4.1226,935,980,0
1265,400000095700600002020089040000000150100060009053000000010290070800007004970000008,1.5054,13609,13555,0,10.1782,2106,3152,0,0.8159,203,164,0
1266,010003004060400530000069001637008000001000400000100396500730000098002040100800050,0.4425,3761,3710,0,2.0057,473,644,0,0.1572,51,0,0
1267,010320060700609003000008000047090012600702009590030640000900000200105008050074030,0.0546,459,410,0,0.5033,131,121,0,0.2601,82,35,0
1268,400203008096000230300000005000000000009030800753000942004010700000567000070090080,1.6021,14344,14291,0,8.3679,1931,2790,0,0.3214,90,41,0
1269,400800300000056008300009175080000007020000090600000080891600004200790000006002003,1.2330,10643,10590,0,8.3171,1723,2567,0,0.6181,155,115,0
1270,400010095800036000000500000070020900160307052005060070000009000000670009910050004,1.2664,10700,10647,0,15.5040,3450,4958,0,1.1230,284,264,0
1271,060207040009060800020030090001050900030000050290000018003000200510000079900070003,5.7983,48732,48679,0,35.7523,7459,11862,0,3.9303,946,995,0
1272,050408010000000000390501042040702090000000000002356100420000078007030400100000006,0.4309,3953,3900,0,2.8741,666,870,0,0.4835,133,87,0
1273,100006002506040000092800000820010000600703009000080056000008590000020408300400007,1.1470,11775,11722,0,8.3438,1727,2576,0,0.2350,73,23,0
1274,000090003000000850840703600060002030400000001020300060008405019052000000900060000,0.9774,9067,9012,0,8.9483,1902,2763,0,0.3012,81,33,0
1275,400090008000608000500010002820000076670103029190060043000000000200549007906000204,0.0876,915,866,0,1.2621,288,359,0,0.2022,64,17,0
1276,400051690080006017000000008000410809000090000702085000500000000210500030034260005,0.0302,239,187,0,0.5785,165,145,0,0.1736,52,0,0
1277,008000405000000090007301008500700002802000906900005004100903500060000000709000800,1.2366,11638,11583,0,5.3502,1106,1564,0,0.9608,258,216,0
1278,204680705080005090500009004028000009600000001400000270800900007070300040902067508,3.9359,32980,32931,0,4.3725,983,1452,0,0.2401,71,23,0
1279,020008000001400008000230050200000380008070900067000001090025000500004200000600010,2.0351,20798,20742,0,40.2798,8363,11090,0,0.2283,65,10,0
1280,800000006050000040000106000370502068120000075009080400002679500006000200080020010,0.5293,6674,6622,0,8.0794,1716,2537,0,0.1940,69,18,0
